"persona"	"nome"	"cognome"	"dataNascita"	"dataMorte"	"riferimento"	"legislatura"
"http://dati.camera.it/ocd/persona.rdf/pr2683"	"BERNARDINO"	"GRIMALDI"	"18390214"	"18970317"	"camera"	"http://dati.camera.it/ocd/legislatura.rdf/regno_13"
"http://dati.camera.it/ocd/persona.rdf/pr2683"	"BERNARDINO"	"GRIMALDI"	"18390214"	"18970317"	"camera"	"http://dati.camera.it/ocd/legislatura.rdf/regno_14"
"http://dati.camera.it/ocd/persona.rdf/pr2683"	"BERNARDINO"	"GRIMALDI"	"18390214"	"18970317"	"camera"	"http://dati.camera.it/ocd/legislatura.rdf/regno_15"
"http://dati.camera.it/ocd/persona.rdf/pr2683"	"BERNARDINO"	"GRIMALDI"	"18390214"	"18970317"	"camera"	"http://dati.camera.it/ocd/legislatura.rdf/regno_16"
"http://dati.camera.it/ocd/persona.rdf/pr2683"	"BERNARDINO"	"GRIMALDI"	"18390214"	"18970317"	"camera"	"http://dati.camera.it/ocd/legislatura.rdf/regno_17"
"http://dati.camera.it/ocd/persona.rdf/pr2683"	"BERNARDINO"	"GRIMALDI"	"18390214"	"18970317"	"camera"	"http://dati.camera.it/ocd/legislatura.rdf/regno_18"
"http://dati.camera.it/ocd/persona.rdf/pr2683"	"BERNARDINO"	"GRIMALDI"	"18390214"	"18970317"	"camera"	"http://dati.camera.it/ocd/legislatura.rdf/regno_19"
"http://dati.camera.it/ocd/persona.rdf/pr2684"	"GIULIO"	"GRIMALDI"	"18730812"	"19260414"	"camera"	"http://dati.camera.it/ocd/legislatura.rdf/regno_25"
"http://dati.camera.it/ocd/persona.rdf/pr2685"	"PASQUALE"	"GRIPPO"	"18460212"	"19331116"	"camera"	"http://dati.camera.it/ocd/legislatura.rdf/regno_17"
"http://dati.camera.it/ocd/persona.rdf/pr2685"	"PASQUALE"	"GRIPPO"	"18460212"	"19331116"	"camera"	"http://dati.camera.it/ocd/legislatura.rdf/regno_18"
"http://dati.camera.it/ocd/persona.rdf/pr2685"	"PASQUALE"	"GRIPPO"	"18460212"	"19331116"	"camera"	"http://dati.camera.it/ocd/legislatura.rdf/regno_19"
"http://dati.camera.it/ocd/persona.rdf/pr2685"	"PASQUALE"	"GRIPPO"	"18460212"	"19331116"	"camera"	"http://dati.camera.it/ocd/legislatura.rdf/regno_20"
"http://dati.camera.it/ocd/persona.rdf/pr2685"	"PASQUALE"	"GRIPPO"	"18460212"	"19331116"	"camera"	"http://dati.camera.it/ocd/legislatura.rdf/regno_21"
"http://dati.camera.it/ocd/persona.rdf/pr2685"	"PASQUALE"	"GRIPPO"	"18460212"	"19331116"	"camera"	"http://dati.camera.it/ocd/legislatura.rdf/regno_22"
"http://dati.camera.it/ocd/persona.rdf/pr2685"	"PASQUALE"	"GRIPPO"	"18460212"	"19331116"	"camera"	"http://dati.camera.it/ocd/legislatura.rdf/regno_23"
"http://dati.camera.it/ocd/persona.rdf/pr2685"	"PASQUALE"	"GRIPPO"	"18460212"	"19331116"	"camera"	"http://dati.camera.it/ocd/legislatura.rdf/regno_24"
"http://dati.camera.it/ocd/persona.rdf/pr2686"	"FRANCESCO ANTONIO"	"GRITTI"	"18081108"	"18870311"	"camera"	"http://dati.camera.it/ocd/legislatura.rdf/regno_10"
"http://dati.camera.it/ocd/persona.rdf/pr2686"	"FRANCESCO ANTONIO"	"GRITTI"	"18081108"	"18870311"	"camera"	"http://dati.camera.it/ocd/legislatura.rdf/regno_13"
"http://dati.camera.it/ocd/persona.rdf/pr2686"	"FRANCESCO ANTONIO"	"GRITTI"	"18081108"	"18870311"	"camera"	"http://dati.camera.it/ocd/legislatura.rdf/regno_14"
"http://dati.camera.it/ocd/persona.rdf/pr2686"	"FRANCESCO ANTONIO"	"GRITTI"	"18081108"	"18870311"	"camera"	"http://dati.camera.it/ocd/legislatura.rdf/regno_09"
"http://dati.camera.it/ocd/persona.rdf/pr2687"	"GIACOMO COLOMBO"	"LOVATELLI"	"1832"	"18790921"	"camera"	"http://dati.camera.it/ocd/legislatura.rdf/regno_11"
"http://dati.camera.it/ocd/persona.rdf/pr2687"	"GIACOMO COLOMBO"	"LOVATELLI"	"1832"	"18790921"	"camera"	"http://dati.camera.it/ocd/legislatura.rdf/regno_12"
"http://dati.camera.it/ocd/persona.rdf/pr2688"	"FRANCESCO"	"LOVITO"	"18301022"	"19060105"	"camera"	"http://dati.camera.it/ocd/legislatura.rdf/regno_10"
"http://dati.camera.it/ocd/persona.rdf/pr2688"	"FRANCESCO"	"LOVITO"	"18301022"	"19060105"	"camera"	"http://dati.camera.it/ocd/legislatura.rdf/regno_11"
"http://dati.camera.it/ocd/persona.rdf/pr2688"	"FRANCESCO"	"LOVITO"	"18301022"	"19060105"	"camera"	"http://dati.camera.it/ocd/legislatura.rdf/regno_12"
"http://dati.camera.it/ocd/persona.rdf/pr2688"	"FRANCESCO"	"LOVITO"	"18301022"	"19060105"	"camera"	"http://dati.camera.it/ocd/legislatura.rdf/regno_13"
"http://dati.camera.it/ocd/persona.rdf/pr2688"	"FRANCESCO"	"LOVITO"	"18301022"	"19060105"	"camera"	"http://dati.camera.it/ocd/legislatura.rdf/regno_14"
"http://dati.camera.it/ocd/persona.rdf/pr2688"	"FRANCESCO"	"LOVITO"	"18301022"	"19060105"	"camera"	"http://dati.camera.it/ocd/legislatura.rdf/regno_15"
"http://dati.camera.it/ocd/persona.rdf/pr2688"	"FRANCESCO"	"LOVITO"	"18301022"	"19060105"	"camera"	"http://dati.camera.it/ocd/legislatura.rdf/regno_16"
"http://dati.camera.it/ocd/persona.rdf/pr2688"	"FRANCESCO"	"LOVITO"	"18301022"	"19060105"	"camera"	"http://dati.camera.it/ocd/legislatura.rdf/regno_17"
"http://dati.camera.it/ocd/persona.rdf/pr2688"	"FRANCESCO"	"LOVITO"	"18301022"	"19060105"	"camera"	"http://dati.camera.it/ocd/legislatura.rdf/regno_18"
"http://dati.camera.it/ocd/persona.rdf/pr2688"	"FRANCESCO"	"LOVITO"	"18301022"	"19060105"	"camera"	"http://dati.camera.it/ocd/legislatura.rdf/regno_19"
"http://dati.camera.it/ocd/persona.rdf/pr2688"	"FRANCESCO"	"LOVITO"	"18301022"	"19060105"	"camera"	"http://dati.camera.it/ocd/legislatura.rdf/regno_20"
"http://dati.camera.it/ocd/persona.rdf/pr2688"	"FRANCESCO"	"LOVITO"	"18301022"	"19060105"	"camera"	"http://dati.camera.it/ocd/legislatura.rdf/regno_21"
"http://dati.camera.it/ocd/persona.rdf/pr2688"	"FRANCESCO"	"LOVITO"	"18301022"	"19060105"	"camera"	"http://dati.camera.it/ocd/legislatura.rdf/regno_08"
"http://dati.camera.it/ocd/persona.rdf/pr2688"	"FRANCESCO"	"LOVITO"	"18301022"	"19060105"	"camera"	"http://dati.camera.it/ocd/legislatura.rdf/regno_09"
"http://dati.camera.it/ocd/persona.rdf/pr2690"	"PIERO"	"LUCCA"	"18500510"	"19210813"	"camera"	"http://dati.camera.it/ocd/legislatura.rdf/regno_15"
"http://dati.camera.it/ocd/persona.rdf/pr2690"	"PIERO"	"LUCCA"	"18500510"	"19210813"	"camera"	"http://dati.camera.it/ocd/legislatura.rdf/regno_16"
"http://dati.camera.it/ocd/persona.rdf/pr2690"	"PIERO"	"LUCCA"	"18500510"	"19210813"	"camera"	"http://dati.camera.it/ocd/legislatura.rdf/regno_17"
"http://dati.camera.it/ocd/persona.rdf/pr2690"	"PIERO"	"LUCCA"	"18500510"	"19210813"	"camera"	"http://dati.camera.it/ocd/legislatura.rdf/regno_18"
"http://dati.camera.it/ocd/persona.rdf/pr2690"	"PIERO"	"LUCCA"	"18500510"	"19210813"	"camera"	"http://dati.camera.it/ocd/legislatura.rdf/regno_19"
"http://dati.camera.it/ocd/persona.rdf/pr2690"	"PIERO"	"LUCCA"	"18500510"	"19210813"	"camera"	"http://dati.camera.it/ocd/legislatura.rdf/regno_20"
"http://dati.camera.it/ocd/persona.rdf/pr2690"	"PIERO"	"LUCCA"	"18500510"	"19210813"	"camera"	"http://dati.camera.it/ocd/legislatura.rdf/regno_21"
"http://dati.camera.it/ocd/persona.rdf/pr2690"	"PIERO"	"LUCCA"	"18500510"	"19210813"	"camera"	"http://dati.camera.it/ocd/legislatura.rdf/regno_22"
"http://dati.camera.it/ocd/persona.rdf/pr2692"	"ANGELO"	"LUCCHINI"	"18530624"	"19250211"	"camera"	"http://dati.camera.it/ocd/legislatura.rdf/regno_21"
"http://dati.camera.it/ocd/persona.rdf/pr2692"	"ANGELO"	"LUCCHINI"	"18530624"	"19250211"	"camera"	"http://dati.camera.it/ocd/legislatura.rdf/regno_22"
"http://dati.camera.it/ocd/persona.rdf/pr2692"	"ANGELO"	"LUCCHINI"	"18530624"	"19250211"	"camera"	"http://dati.camera.it/ocd/legislatura.rdf/regno_23"
"http://dati.camera.it/ocd/persona.rdf/pr2692"	"ANGELO"	"LUCCHINI"	"18530624"	"19250211"	"camera"	"http://dati.camera.it/ocd/legislatura.rdf/regno_24"
"http://dati.camera.it/ocd/persona.rdf/pr2693"	"GIOVANNI"	"LUCCHINI"	"18420915"	"19160115"	"camera"	"http://dati.camera.it/ocd/legislatura.rdf/regno_13"
"http://dati.camera.it/ocd/persona.rdf/pr2693"	"GIOVANNI"	"LUCCHINI"	"18420915"	"19160115"	"camera"	"http://dati.camera.it/ocd/legislatura.rdf/regno_14"
"http://dati.camera.it/ocd/persona.rdf/pr2693"	"GIOVANNI"	"LUCCHINI"	"18420915"	"19160115"	"camera"	"http://dati.camera.it/ocd/legislatura.rdf/regno_15"
"http://dati.camera.it/ocd/persona.rdf/pr2693"	"GIOVANNI"	"LUCCHINI"	"18420915"	"19160115"	"camera"	"http://dati.camera.it/ocd/legislatura.rdf/regno_16"
"http://dati.camera.it/ocd/persona.rdf/pr2694"	"LUIGI"	"LUCCHINI"	"18470610"	"19290928"	"camera"	"http://dati.camera.it/ocd/legislatura.rdf/regno_18"
